install_pref	pro_main	pro_occ	use	interested	total
"It is pre-installed (e.g. on a
customised VM / container image, or by
IT support of your company)."	0.2849002849002849	0.8547008547008548	0.0	0.0	1.1396011396011396
Using the official installer.	23.931623931623932	11.396011396011396	28.205128205128204	8.262108262108262	71.7948717948718
"Using a package manager (apt-get,
homebrew, etc.)."	18.233618233618234	10.826210826210826	24.786324786324787	6.837606837606838	60.68376068376068
Building from source.	4.843304843304843	2.564102564102564	3.7037037037037033	0.8547008547008548	11.965811965811966
Others	0.0	0.5698005698005698	0.8547008547008548	0.0	1.4245014245014245
